2184839;2184839;0;754.4463;200.69904;34
2184839;2184861;2;754.4463;194.30872;34
2184839;2184878;2;754.4463;186.98557;34
2184839;2184894;2;747.9441;173.01404;34
2184839;2184911;2;725.3494;156.05112;34
2184839;2184928;2;686.06647;135.76447;34
2184839;2184944;2;627.85364;111.772766;34
2184839;2184961;2;575.87646;99.78412;34
2184839;2184978;2;536.7805;95.790115;34
2184839;2184994;2;507.96356;95.790115;34
2184839;2185011;2;491.8197;95.790115;34
2184839;2185028;2;473.63232;100.18567;34
2184839;2185044;2;451.59186;109.89224;34
2184839;2185061;2;433.16327;126.25589;34
2184839;2185078;2;412.80862;144.6358;34
2184839;2185094;2;394.0347;160.13818;34
2184839;2185111;2;374.92078;182.96994;34
2184839;2185128;2;358.71347;206.53754;34
2184839;2185144;2;349.90436;235.88986;34
2184839;2185161;2;338.86453;273.5629;34
2184839;2185178;2;330.80695;307.47025;34
2184839;2185194;2;325.62848;341.90103;34
2184839;2185211;2;324.72607;370.13232;34
2184839;2185228;2;326.13058;396.96112;34
2184839;2185244;2;329.53278;420.60638;34
2184839;2185578;2;598.77466;688.7364;34
2184839;2185594;2;617.2148;692.9415;34
2184839;2185611;2;643.4475;698.9253;34
2184839;2185628;2;662.8446;702.0434;34
2184839;2185644;2;682.1555;703.2628;34
2184839;2185661;2;706.1002;703.2628;34
2184839;2185678;2;729.28973;703.2628;34
2184839;2185694;2;755.12506;701.1601;34
2184839;2185711;2;793.13165;690.5605;34
2184839;2185728;2;823.5704;680.7231;34
2184839;2185744;2;862.09656;665.0079;34
2184839;2185761;2;898.94836;650.57776;34
2184839;2185778;2;934.65344;630.6635;34
2184839;2185794;2;961.36096;616.7803;34
2184839;2185811;2;984.05786;598.16907;34
2184839;2185828;2;1000.7827;577.50104;34
2184839;2185844;2;1015.8275;551.87756;34
2184839;2185861;2;1024.7255;527.59467;34
2184839;2185878;2;1030.2557;503.56836;34
2184839;2185894;2;1034.4667;482.94727;34
2184839;2185911;2;1035.2634;463.28186;34
2184839;2185928;2;1035.2634;443.2157;34
2184839;2185944;2;1035.2634;428.7132;34
2184839;2185961;2;1033.6136;411.61023;34
2184839;2185978;2;1026.0469;392.67957;34
2184839;2186294;2;544.32947;261.80908;34
2184839;2186311;2;528.924;279.49097;34
2184839;2186328;2;521.8997;297.18573;34
2184839;2186344;2;518.93414;315.59387;34
2184839;2186361;2;517.6005;333.22607;34
2184839;2186378;2;517.6005;363.30786;34
2184839;2186394;2;518.6903;395.79895;34
2184839;2186411;2;528.7068;431.3136;34
2184839;2186428;2;545.927;462.04712;34
2184839;2186444;2;569.4519;492.485;34
2184839;2186461;2;594.5472;519.5862;34
2184839;2186478;2;625.5206;541.83496;34
2184839;2186494;2;654.2609;561.25336;34
2184839;2186511;2;679.76935;575.26605;34
2184839;2186528;2;699.62524;584.0808;34
2184839;2186544;2;724.05444;587.0813;34
2184839;2186561;2;751.2044;591.3599;34
2184839;2186578;2;775.431;591.3599;34
2184839;2186594;2;795.0697;591.3599;34
2184839;2186611;2;811.9601;585.4343;34
2184839;2186628;2;829.4071;573.70215;34
2184839;2186644;2;849.2645;556.5102;34
2184839;2186661;2;860.4884;533.9336;34
2184839;2186678;2;870.77496;506.87964;34
2184839;2186694;2;876.5386;485.76465;34
2184839;2186994;2;679.5006;356.04486;34
2184839;2187011;2;675.875;367.66626;34
2184839;2187028;2;675.4977;378.0067;34
2184839;2187044;2;675.4977;396.03595;34
2184839;2187061;2;675.4977;414.65936;34
2184839;2187078;2;680.4691;432.40918;34
2184839;2187094;2;692.4571;449.4093;34
2184839;2187111;2;710.5281;465.4054;34
2184839;2187128;2;721.60895;471.9201;34
2184839;2187144;2;727.7138;474.46143;34
2184839;2187161;2;734.26917;477.18292;34
2184839;2187178;2;734.3847;478.45795;34
2184839;2187194;2;738.50574;477.4098;34
2184839;2187211;2;744.40796;474.6881;34
2184839;2187228;2;748.98303;467.5567;34
2184839;2187244;2;750.9785;462.94147;34
2184839;2187261;2;753.44696;454.82123;34
2184839;2187278;2;753.44696;444.46057;34
2184839;2187294;2;753.44696;437.21075;34
2184839;2187307;2;753.44696;432.99744;34
2184839;2187328;2;753.44696;428.66345;34
2184839;2187361;2;753.44696;427.32745;34
2184839;2187378;2;753.44696;425.08063;34
2184839;2187518;1;753.44696;425.08063;34
