8273214;8273214;0;124.81665;307.6049;0
8273214;8273228;2;124.81665;307.6049;0
8273214;8273245;2;124.81665;307.6049;0
8273214;8273262;2;124.81665;307.6049;0
8273214;8273279;2;124.81665;307.6049;0
8273214;8273296;2;124.81665;307.6049;0
8273214;8273313;2;133.3711;306.82285;0
8273214;8273331;2;138.20305;303.67285;0
8273214;8273348;2;147.66595;295.7374;0
8273214;8273365;2;156.7178;289.6797;0
8273214;8273382;2;163.70917;282.68604;0
8273214;8273399;2;174.39328;270.00043;0
8273214;8273416;2;181.21326;263.82428;0
8273214;8273434;2;186.75868;260.14554;0
8273214;8273451;2;194.67923;258.46216;0
8273214;8273468;2;199.29689;256.93622;0
8273214;8273485;2;204.28835;256.65463;0
8273214;8273502;2;209.31831;260.26282;0
8273214;8273519;2;214.31987;267.13742;0
8273214;8273536;2;217.69571;274.2827;0
8273214;8273554;2;221.39902;280.57547;0
8273214;8273571;2;224.58824;288.22983;0
8273214;8273588;2;228.38998;291.75916;0
8273214;8273605;2;230.92693;296.36118;0
8273214;8273622;2;235.42592;300.28308;0
8273214;8273639;2;237.86194;304.60782;0
8273214;8273656;2;242.45264;307.13147;0
8273214;8273674;2;244.66058;307.6049;0
8273214;8273691;2;250.12454;305.75342;0
8273214;8273708;2;258.09283;303.31912;0
8273214;8273725;2;263.4837;296.76785;0
8273214;8273742;2;271.17722;292.0689;0
8273214;8273759;2;279.22955;286.65695;0
8273214;8273776;2;287.46756;278.74747;0
8273214;8273794;2;294.5695;273.32245;0
8273214;8273811;2;300.85855;270.00604;0
8273214;8273828;2;307.5949;267.6385;0
8273214;8273845;2;314.65805;267.6439;0
8273214;8273862;2;322.0216;269.008;0
8273214;8273879;2;328.71463;272.70438;0
8273214;8273896;2;333.64096;278.7293;0
8273214;8273914;2;339.96643;285.05682;0
8273214;8273931;2;343.62524;286.71878;0
8273214;8273948;2;349.67844;291.33896;0
8273214;8273965;2;357.56873;295.84943;0
8273214;8273982;2;364.84235;300.88202;0
8273214;8273999;2;371.95206;302.83813;0
8273214;8274016;2;378.15567;303.6088;0
8273214;8274034;2;385.8816;302.52884;0
8273214;8274051;2;395.98312;300.6117;0
8273214;8274068;2;406.4928;295.74704;0
8273214;8274085;2;419.40466;291.2565;0
8273214;8274102;2;426.78183;287.0527;0
8273214;8274119;2;437.49832;280.86594;0
8273214;8274136;2;446.0924;275.22006;0
8273214;8274153;2;453.37698;272.63904;0
8273214;8274171;2;460.32825;271.15338;0
8273214;8274188;2;464.82797;270.641;0
8273214;8274205;2;471.88443;271.64;0
8273214;8274222;2;479.8484;275.63214;0
8273214;8274239;2;484.84128;278.9618;0
8273214;8274256;2;490.88242;284.01782;0
8273214;8274274;2;497.87665;288.13916;0
8273214;8274291;2;502.91864;291.0173;0
8273214;8274308;2;508.78052;292.4856;0
8273214;8274325;2;516.8063;295.61658;0
8273214;8274342;2;522.1706;292.6195;0
8273214;8274359;2;531.5784;290.73944;0
8273214;8274376;2;540.5397;285.9278;0
8273214;8274393;2;549.67615;278.4561;0
8273214;8274411;2;555.9828;273.00195;0
8273214;8274428;2;561.5812;268.31006;0
8273214;8274445;2;567.0311;264.12045;0
8273214;8274462;2;574.0062;260.65073;0
8273214;8274479;2;579.05725;260.04062;0
8273214;8274496;2;584.10925;259.6517;0
8273214;8274513;2;587.1693;260.65073;0
8273214;8274531;2;593.37305;262.54877;0
8273214;8274548;2;599.0692;264.93655;0
8273214;8274565;2;602.1263;271.57123;0
8273214;8274582;2;606.1606;274.6078;0
8273214;8274599;2;611.2014;276.97418;0
8273214;8274616;2;614.1988;283.64767;0
8273214;8274633;2;619.21063;284.62732;0
8273214;8274651;2;624.2195;284.62732;0
8273214;8274668;2;628.22797;284.62732;0
8273214;8274685;2;633.24805;283.9302;0
8273214;8274702;2;638.3084;279.472;0
8273214;8274719;2;643.33594;279.56744;0
8273214;8274736;2;646.8618;279.6322;0
8273214;8274753;2;649.909;279.6322;0
8273214;8274771;2;655.31537;280.6943;0
8273214;8274788;2;660.3205;282.0972;0
8273214;8274805;2;665.36847;284.04645;0
8273214;8274822;2;670.4306;286.8414;0
8273214;8274839;2;675.45996;287.6244;0
8273214;8274856;2;680.4079;289.06122;0
8273214;8274873;2;683.22156;290.62146;0
8273214;8274882;2;683.0897;290.62146;0
8273214;8274893;1;683.0897;290.62146;0
